City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
363,la manga del mar menor,37.6413,-0.7165,16.34,90,63,2.57,ES,1712271205
364,conde,-7.2597,-34.9075,25.7,94,100,4.12,BR,1712271205
365,balabac,7.9868,117.0645,28.4,76,93,5.33,PH,1712271205
366,tarinkot,32.6268,65.8733,12.52,29,0,1.16,AF,1712271205
367,orsa,54.5153,30.4053,0.32,82,97,2.17,BY,1712271205
368,cromer,52.9312,1.2989,12.0,90,100,6.54,GB,1712271205
369,skovorodino,53.9833,123.9167,-2.58,77,47,1.59,RU,1712271206
370,papao,-17.75,-149.55,28.82,83,55,5.46,PF,1712271206
371,antonio enes,-16.2325,39.9086,26.27,85,9,0.82,MZ,1712271206
372,bhavani,11.45,77.6833,27.42,69,50,1.25,IN,1712271206
373,riyadh,24.6877,46.7219,18.08,21,0,0.97,SA,1712271000
374,inhambane,-23.865,35.3833,23.85,83,67,2.23,MZ,1712271206
375,port augusta,-32.5,137.7667,18.06,49,0,3.5,AU,1712271207
376,as sulayyil,20.4607,45.5779,22.14,42,93,4.59,SA,1712271207
377,council bluffs,41.2619,-95.8608,15.99,21,0,7.2,US,1712271102
378,panacan,9.2463,118.4082,27.69,76,51,2.98,PH,1712271207
379,bac lieu,9.285,105.7244,27.14,75,73,3.04,VN,1712271131
380,mugia,43.1041,-9.2179,14.95,95,100,13.61,ES,1712271208
381,ouani,-12.1322,44.4258,28.07,81,64,1.87,KM,1712271208
382,ancud,-41.8697,-73.8203,12.05,88,82,1.65,CL,1712271132
383,connell,46.6635,-118.8611,8.09,89,100,0.89,US,1712270955
384,klichaw,53.4928,29.3352,1.41,83,88,2.23,BY,1712271208
385,hancheng,32.5186,112.3522,7.58,71,73,2.64,CN,1712271208
386,puerto madryn,-42.7692,-65.0385,14.94,52,68,7.56,AR,1712271115
387,eyl,7.9803,49.8164,26.95,76,34,6.19,SO,1712271209
388,fada,9.5667,8.3,26.09,56,94,1.25,NG,1712271209
389,kapuskasing,49.4169,-82.4331,6.05,42,75,6.69,CA,1712271002
390,sabang,5.8933,95.3214,28.76,72,99,1.38,ID,1712271209
391,yarmouth,41.7057,-70.2286,4.42,91,100,13.86,US,1712271210
392,cuajinicuilapa,16.4667,-98.4167,29.88,48,5,4.39,MX,1712271210
393,kidal,18.4411,1.4078,29.88,8,0,4.97,ML,1712271210
394,cidreira,-30.1811,-50.2056,23.71,94,100,2.97,BR,1712271210
395,toliara,-23.35,43.6667,25.38,74,0,1.52,MG,1712271210
396,koumra,8.9126,17.5539,30.86,25,6,2.18,TD,1712271210
397,villa ojo de agua,-29.5,-63.6938,16.33,96,44,4.93,AR,1712271211
398,argo,37.6333,22.7333,14.25,54,23,1.65,GR,1712271211
399,hermanus,-34.4187,19.2345,14.89,77,100,6.34,ZA,1712271211
400,greymouth,-42.4667,171.2,15.85,54,45,0.8,NZ,1712271211
401,tegueste,28.5167,-16.3167,19.64,47,0,4.12,ES,1712271211
402,remire-montjoly,4.9167,-52.2667,28.02,83,75,3.09,GF,1712271128
403,severo-yeniseyskiy,60.3725,93.0408,-16.9,99,89,1.79,RU,1712271116
404,longboat key,27.4125,-82.659,23.02,51,0,6.17,US,1712271212
405,kharhial,20.2833,82.7667,32.7,26,84,2.04,IN,1712271212
406,cambria,35.5641,-121.0808,13.41,78,86,5.36,US,1712271100
407,taltal,-25.4,-70.4833,19.16,83,40,1.44,CL,1712271212
408,bubaque,11.2833,-15.8333,24.18,85,6,6.79,GW,1712271213
409,holualoa,19.6228,-155.9522,24.91,82,40,4.12,US,1712271213
410,lerwick,60.1545,-1.1494,2.0,77,97,6.85,GB,1712271213
411,kodinsk,58.6881,99.1844,-11.98,99,80,1.15,RU,1712271213
412,bodaybo,57.8506,114.1933,-9.76,82,93,4.85,RU,1712271213
413,langzhong,31.5504,105.9938,15.87,93,100,2.23,CN,1712271214
414,rosetta,31.4044,30.4164,17.63,79,19,1.8,EG,1712271214
415,buy,58.4786,41.53,-3.31,72,100,3.99,RU,1712271215
416,nova vicosa,-17.8919,-39.3719,26.32,86,94,3.32,BR,1712271086
417,zeya,53.75,127.2667,-5.29,89,17,2.49,RU,1712271215
418,nazare,-13.035,-39.0144,25.49,88,24,1.05,BR,1712271215
419,alo,7.4178,6.7371,28.19,69,100,3.49,NG,1712271216
420,mingshui,36.7167,117.5,10.18,35,18,2.45,CN,1712271216
421,fendou,46.65,124.8667,4.21,38,100,2.75,CN,1712271216
422,kitami,43.8031,143.8908,5.46,56,46,2.48,JP,1712271216
423,selfoss,63.9331,-20.9971,0.02,70,100,3.05,IS,1712271216
424,kingston,17.997,-76.7936,29.53,76,20,7.2,JM,1712271090
425,neiafu,-18.65,-173.9833,28.38,78,75,5.14,TO,1712271217
426,knittelfeld,47.2167,14.8167,11.93,89,99,1.09,AT,1712271217
427,al mindak,20.1588,41.2834,15.78,50,100,2.04,SA,1712271217
428,happy valley-goose bay,53.3168,-60.3315,3.17,56,20,3.09,CA,1712271217
429,nouna,12.7333,-3.8667,35.06,13,8,1.67,BF,1712271217
430,bhojudih,23.6333,86.45,30.39,37,24,2.74,IN,1712271218
431,monterey,36.2505,-121.2516,9.39,52,47,5.81,US,1712271218
432,tateyama,34.9833,139.8667,13.39,73,100,7.63,JP,1712271218
433,puerto quijarro,-17.7833,-57.7667,27.05,77,99,1.06,BO,1712271218
434,mawlaik,23.6333,94.4167,21.57,52,41,0.6,MM,1712271218
435,puerto armuelles,8.2833,-82.8667,28.38,75,22,0.45,PA,1712271219
436,katsuura,35.1333,140.3,12.55,71,100,10.0,JP,1712271138
437,al jawf,29.5,38.75,22.18,17,2,4.74,SA,1712271086
438,pangody,65.85,74.4859,-11.16,94,100,8.13,RU,1712271137
439,lagos,6.5833,3.75,29.18,82,100,2.01,NG,1712271179
440,zhosaly,45.4878,64.0781,11.86,49,7,3.96,KZ,1712271220
441,jounieh,33.9808,35.6178,17.77,52,0,2.42,LB,1712271220
442,bardsir,29.9227,56.5743,11.07,60,9,0.4,IR,1712271220
443,vila franca do campo,37.7167,-25.4333,18.27,99,100,13.8,PT,1712271221
444,miranda do douro,41.4969,-6.2731,11.9,79,100,6.07,PT,1712271221
445,rongelap,11.1635,166.8941,26.95,75,100,9.11,MH,1712271221
446,kenai,60.5544,-151.2583,2.05,91,100,3.6,US,1712271221
447,zhalantun,48.0,122.7167,3.55,40,77,1.7,CN,1712271221
448,mulayjah,27.271,48.4242,24.39,22,0,3.57,SA,1712271222
449,nuuk,64.1835,-51.7216,-0.66,86,3,9.26,GL,1712271222
450,barcelos,41.5388,-8.6151,15.08,81,100,5.82,PT,1712271222
451,acapulco de juarez,16.8634,-99.8901,24.64,64,31,4.07,MX,1712270930
452,santana,-0.0583,-51.1817,27.1,94,40,1.54,BR,1712271222
453,ar raqqah,35.95,39.0167,18.83,39,0,3.9,SY,1712271222
454,coahuayana de hidalgo,18.7,-103.6583,26.1,55,87,2.61,MX,1712271223
455,tofol,5.3248,163.0078,28.88,79,75,8.23,FM,1712271223
456,mhamid,29.82,-5.72,24.27,13,0,3.74,MA,1712271223
457,olenino,56.2092,33.4889,-1.9,79,70,1.67,RU,1712271223
458,saipan,15.1355,145.701,28.39,69,40,7.2,MP,1712271223
459,songyuan,45.1171,124.8568,4.69,41,25,4.5,CN,1712271224
460,soio,-6.1349,12.3689,27.49,87,100,2.94,AO,1712271139
461,yeppoon,-23.1333,150.7333,23.88,81,37,4.89,AU,1712271224
462,raposa,-6.5167,-44.1833,22.65,93,43,1.49,BR,1712271224
463,guangyuan,32.442,105.823,15.02,93,100,2.58,CN,1712271224
464,oliver,49.1831,-119.5524,7.95,66,100,3.09,CA,1712271070
465,charlottetown,46.2352,-63.1267,2.16,97,100,6.17,CA,1712270749
466,katsuren-haebaru,26.3369,127.8719,25.22,93,75,2.57,JP,1712271225
467,carutapera,-1.195,-46.02,25.55,88,10,2.71,BR,1712271225
468,lampang,18.3333,99.5,26.82,66,3,0.57,TH,1712271225
469,kristiansund,63.1115,7.732,1.03,43,100,4.12,NO,1712271225
470,heddesheim,49.5056,8.6036,12.83,87,75,3.58,DE,1712271226
471,lorengau,-2.0226,147.2712,28.61,80,77,2.64,PG,1712271226
472,turtas,58.9417,69.1325,7.62,94,6,3.35,RU,1712271226
473,rio gallegos,-51.6226,-69.2181,10.03,46,20,9.77,AR,1712270933
474,berezovo,63.9381,65.0419,2.04,100,100,3.8,RU,1712271226
475,waynesville,35.4887,-82.9887,7.73,61,74,2.68,US,1712271194
476,sur,22.5667,59.5289,26.15,56,93,0.97,OM,1712271227
477,paciran,-6.8767,112.3761,25.93,87,100,2.07,ID,1712271227
478,farafangana,-22.8167,47.8333,23.75,85,81,2.25,MG,1712271227
479,pionerskiy,54.9508,20.2275,6.91,98,100,5.17,RU,1712271227
480,puerto deseado,-47.7503,-65.8938,11.01,59,6,7.53,AR,1712271082
481,torres,-29.3353,-49.7269,23.18,94,83,1.15,BR,1712270938
482,ayaviri,-14.8864,-70.5889,11.27,66,100,1.23,PE,1712271228
483,nishinoomote,30.7333,131.0,17.79,88,100,5.65,JP,1712271228
484,santa terezinha,-29.9002,-50.0904,23.83,94,90,1.0,BR,1712271228
485,zaozersk,69.4005,32.4476,-10.58,87,92,4.48,RU,1712271228
486,alta,69.9689,23.2717,-9.41,48,0,2.06,NO,1712271229
487,tura,25.5198,90.2201,22.68,88,28,2.61,IN,1712271229
488,khandyga,62.6667,135.6,-4.75,89,93,2.76,RU,1712271229
489,grand gaube,-20.0064,57.6608,26.31,93,100,0.89,MU,1712271229
490,vredendal,-31.6683,18.5012,15.35,81,0,4.62,ZA,1712271229
491,wainwright,52.839,-110.8572,5.25,41,100,6.31,CA,1712271229
492,pavlodar,52.3,76.95,1.89,87,0,3.0,KZ,1712271230
493,tromso,69.6496,18.957,-8.99,48,0,2.57,NO,1712271230
494,quelimane,-17.8786,36.8883,24.29,93,7,1.24,MZ,1712271230
495,kotabumi,-4.8333,104.9,24.06,95,87,1.37,ID,1712271230
496,motygino,58.1831,94.7592,-12.45,98,98,0.58,RU,1712271230
497,bogen,48.9112,12.6896,12.13,84,92,2.75,DE,1712271231
498,sierra grande,-41.606,-65.3557,19.12,29,94,5.89,AR,1712270955
499,coshocton,40.272,-81.8596,8.4,80,94,3.13,US,1712271231
500,canto del llano,8.1761,-80.973,27.03,89,100,2.24,PA,1712271231
501,huejutla de reyes,21.1333,-98.4167,29.62,26,100,4.79,MX,1712271231
502,olhao,37.0286,-7.8411,15.61,84,0,2.57,PT,1712271232
503,menongue,-14.6585,17.691,18.43,96,100,0.85,AO,1712271096
504,dryden,49.7833,-92.7503,8.16,36,20,5.14,CA,1712271232
505,jessore,23.1687,89.2132,27.1,79,5,4.64,BD,1712271232
506,sena madureira,-9.0656,-68.6569,28.16,76,91,0.85,BR,1712271137
507,tamanrasset,22.785,5.5228,18.95,9,0,1.03,DZ,1712271233
508,saint-pierre,-21.3393,55.4781,24.82,78,0,2.57,RE,1712271070
509,rabo de peixe,37.8,-25.5833,17.77,99,40,14.92,PT,1712271233
510,purranque,-40.9167,-73.1667,15.63,99,95,1.41,CL,1712271233
511,sirte,31.2089,16.5887,17.27,72,86,3.63,LY,1712271233
512,poronaysk,49.2167,143.1167,0.49,69,52,1.63,RU,1712271234
513,siocon,7.7061,122.1353,27.79,78,96,1.04,PH,1712271234
514,fada n'gourma,12.0622,0.3578,36.0,24,38,1.75,BF,1712271234
515,port lavaca,28.615,-96.6261,30.72,39,0,4.63,US,1712271234
516,mariakani,-3.8633,39.4736,23.91,94,100,2.41,KE,1712271234
517,latur,18.4,76.5833,29.38,22,88,6.15,IN,1712271235
518,azul,-36.777,-59.8585,14.82,67,0,2.13,AR,1712271235
519,dimbokro,6.6451,-4.7048,25.78,85,73,2.67,CI,1712271235
520,trinidad,-14.8333,-64.9,30.99,70,75,1.54,BO,1712271235
521,thunder bay,48.4001,-89.3168,8.99,34,40,6.17,CA,1712271032
522,syumsi,57.1111,51.6149,4.69,98,100,1.4,RU,1712271235
523,zindah jan,34.3426,61.7468,15.92,30,0,0.89,AF,1712271236
524,bereket,39.2446,55.5154,14.5,71,96,6.76,TM,1712271236
525,sao felix do xingu,-6.6447,-51.995,24.12,97,62,0.97,BR,1712271236
526,taoudenni,22.6783,-3.9836,29.24,8,0,7.45,ML,1712271236
527,dahab,28.501,34.5134,27.13,34,3,3.91,EG,1712271237
528,karoi,-16.8099,29.6925,19.62,75,98,3.37,ZW,1712271237
529,nizhneudinsk,54.9076,99.0276,3.37,96,100,5.99,RU,1712271237
530,lata,40.1629,-8.3327,15.04,72,100,2.3,PT,1712271120
531,bandarbeyla,9.4942,50.8122,26.96,75,36,4.1,SO,1712271237
532,chabahar,25.2919,60.643,24.63,68,1,6.02,IR,1712270947
533,cacador,-26.7753,-51.015,22.22,64,45,1.06,BR,1712271238
534,isna,25.2934,32.554,28.01,26,44,1.48,EG,1712271238
535,martuk,50.7475,56.5056,7.51,73,8,3.37,KZ,1712271238
536,new norfolk,-42.7826,147.0587,13.84,69,8,0.99,AU,1712271238
537,aral,40.5156,81.2636,11.95,33,23,3.31,CN,1712271238
538,kiunga,-6.1219,141.2906,24.65,98,100,1.06,PG,1712271239
539,berbera,10.4396,45.0143,27.21,84,25,2.05,SO,1712271239
540,callao,-12.0667,-77.15,25.16,65,0,5.14,PE,1712271074
541,shakawe,-18.3667,21.85,18.8,91,100,3.88,BW,1712271239
542,le port,-20.9373,55.2919,25.0,84,3,0.99,RE,1712271239
543,hasaki,35.7333,140.8333,10.22,69,100,10.09,JP,1712271240
544,torbat-e jam,35.244,60.6225,16.29,28,42,3.16,IR,1712271240
545,novodvinsk,64.4165,40.8122,-18.14,98,100,1.68,RU,1712271240
546,amparafaravola,-17.5833,48.2167,16.92,98,8,1.99,MG,1712271240
547,chibougamau,49.9168,-74.3659,1.79,51,100,8.23,CA,1712271143
548,tibanbang,6.6315,126.1055,26.78,76,62,2.43,PH,1712271240
549,bangassou,4.7413,22.8184,21.96,76,34,1.16,CF,1712271241
550,rio preto da eva,-2.6994,-59.6997,27.08,83,99,0.9,BR,1712271241
551,katiola,8.1333,-5.1,29.35,48,43,4.01,CI,1712271241
552,dwarka,22.2394,68.9678,26.03,73,100,4.46,IN,1712271241
553,berdigestyakh,62.0989,126.6992,-3.5,95,100,4.17,RU,1712271241
554,wewak,-3.5534,143.6268,27.47,79,100,1.38,PG,1712271113
555,taroa,8.7058,171.2275,27.59,77,60,7.93,MH,1712271242
556,ras al khaimah city,25.7895,55.9432,18.12,94,0,1.54,AE,1712271242
557,al bawiti,28.3492,28.8659,19.82,36,0,5.34,EG,1712271242
558,binnish,35.9555,36.7139,13.78,62,35,2.68,SY,1712271242
559,al ghayzah,16.2079,52.176,26.75,74,92,2.83,YE,1712271243
560,usinsk,65.9939,57.5281,-9.66,90,100,9.16,RU,1712271243
561,usevia,-7.1,31.2333,19.11,95,78,1.39,TZ,1712271243
562,troitskiy,57.0603,63.7481,5.23,94,8,3.53,RU,1712271243
563,san buenaventura,27.0833,-101.5333,30.51,13,0,0.0,MX,1712271041
564,blacksburg,37.2296,-80.4139,7.01,66,0,5.66,US,1712271016
565,iwanai,42.9744,140.5089,6.15,67,14,5.09,JP,1712271244
566,dimapur,25.9,93.7333,19.07,87,10,1.49,IN,1712271244
567,colby,39.3958,-101.0524,21.13,25,0,8.23,US,1712271244
568,navolato,24.7672,-107.6944,27.1,31,0,6.22,MX,1712271034
569,kuvshinovo,57.0295,34.1725,-2.74,76,73,2.03,RU,1712271245
570,manaure,11.7751,-72.4445,30.76,62,61,5.55,CO,1712271245
571,uliastay,47.7417,96.8444,-5.74,77,4,2.4,MN,1712271245
572,santa teresa di riva,37.947,15.3677,16.03,57,0,3.9,IT,1712271245
573,ribas do rio pardo,-20.4431,-53.7592,27.02,64,44,2.28,BR,1712271246
574,cleveland,41.4995,-81.6954,8.35,80,100,6.17,US,1712271065
575,hobyo,5.3505,48.5268,28.81,76,94,6.72,SO,1712271246
